,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
21-Jul-21,4.23,5.7672,4.9829,3.8467,4.5908,3.1027,3.3352,3.0967,54.4244,0.0184,0.1036,2.9324,0.2576,5.6725,115.16,2.6298,3.543,0.2699
22-Jul-21,4.2285,5.7926,4.9848,3.8376,4.6057,3.1063,3.3613,3.0993,54.3988,0.0184,0.1035,2.9416,0.2575,5.6806,115.1192,2.6289,3.5418,0.2699
23-Jul-21,4.2235,5.8172,4.9744,3.8348,4.5965,3.1191,3.3631,3.1104,54.3506,0.0184,0.1034,2.9499,0.2572,5.6728,114.9831,2.6257,3.5448,0.2695
26-Jul-21,4.2285,5.8131,4.9755,3.8283,4.5959,3.1099,3.3614,3.1057,54.4156,0.0184,0.1036,2.9462,0.2575,5.6761,115.1192,2.6093,3.5519,0.269
27-Jul-21,4.2275,5.8443,4.9918,3.8353,4.6195,3.121,3.3707,3.1143,54.3531,0.0184,0.1036,2.9597,0.2575,5.6882,115.092,2.6185,3.5503,0.2694
28-Jul-21,4.2335,5.8746,5.0015,3.853,4.6258,3.1173,3.3614,3.113,54.3921,0.0184,0.1037,2.944,0.2578,5.6813,115.2553,2.6234,3.5532,0.2698
29-Jul-21,4.228,5.8788,5.0076,3.8526,4.6472,3.1175,3.3758,3.1168,54.3626,0.0184,0.1035,2.9423,0.2575,5.6842,115.1056,2.6059,3.5526,0.2693
30-Jul-21,4.2375,5.9109,5.0352,3.8679,4.6756,3.1313,3.4002,3.1297,54.5216,0.0185,0.1038,2.9667,0.2581,5.7072,115.3642,2.6118,3.565,0.2698
2-Aug-21,4.2255,5.8737,5.0155,3.8542,4.6642,3.1047,3.3868,3.1206,54.3609,0.0184,0.1035,2.9469,0.2573,5.6838,115.0375,2.6024,3.5489,0.2695
3-Aug-21,4.223,5.8679,5.0135,3.8633,4.6637,3.1119,3.3798,3.1223,54.3172,0.0184,0.1034,2.9531,0.2572,5.6808,114.9694,2.5809,3.5502,0.2689
4-Aug-21,4.229,5.8796,5.0164,3.8793,4.6771,3.125,3.3704,3.1297,54.3769,0.0184,0.1035,2.9776,0.2575,5.6984,115.1328,2.5937,3.5581,0.2694
5-Aug-21,4.2245,5.8668,4.9984,3.8515,4.6564,3.1192,3.3687,3.1254,54.3211,0.0184,0.1034,2.9753,0.2573,5.6921,115.0103,2.5775,3.5588,0.2691
6-Aug-21,4.2175,5.8705,4.9874,3.8388,4.6484,3.1178,3.3717,3.1198,54.2339,0.0184,0.1032,2.9717,0.2568,5.6912,114.8197,2.5686,3.554,0.2685
9-Aug-21,4.2245,5.8556,4.9642,3.8312,4.6132,3.0995,3.3586,3.116,54.295,0.0184,0.103,2.9563,0.2573,5.6886,115.0103,2.5858,3.56,0.2691
11-Aug-21,4.24,5.8612,4.9663,3.831,4.5927,3.1126,3.3841,3.1166,54.4889,0.0185,0.1037,2.9684,0.2582,5.6962,115.4323,2.5815,3.5606,0.2701
12-Aug-21,4.2375,5.8776,4.9752,3.8401,4.5977,3.1226,3.3867,3.1237,54.4739,0.0186,0.1036,2.9828,0.2581,5.7127,115.3642,2.5772,3.5579,0.2699
13-Aug-21,4.2375,5.8524,4.9733,3.8374,4.5895,3.1093,3.3838,3.1205,54.4505,0.0186,0.1036,2.9667,0.2581,5.7021,115.3642,2.5792,3.5665,0.2699
16-Aug-21,4.242,5.8786,5.0039,3.8738,4.634,3.1202,3.3857,3.1301,54.501,0.0186,0.1037,2.9838,0.2583,5.7137,115.4867,2.5819,3.5706,0.2702
17-Aug-21,4.238,5.8635,4.9898,3.8795,4.6413,3.1048,3.3686,3.1246,54.4342,0.0186,0.1036,2.9768,0.2581,5.7166,115.3778,2.5755,3.5672,0.2701
18-Aug-21,4.2425,5.8298,4.9688,3.8739,4.6379,3.0767,3.3573,3.1152,54.4301,0.0186,0.1037,2.935,0.2584,5.7042,115.5003,2.5822,3.566,0.2701
19-Aug-21,4.2385,5.8212,4.9537,3.8537,4.6131,3.0581,3.3439,3.1112,54.4098,0.0186,0.1036,2.9034,0.2581,5.7069,115.3914,2.5798,3.5681,0.27
20-Aug-21,4.2375,5.7806,4.9505,3.8577,4.616,3.0315,3.3065,3.1063,54.4016,0.0186,0.1035,2.8959,0.2581,5.697,115.3642,2.5792,3.5672,0.2699
23-Aug-21,4.2345,5.7765,4.9539,3.8541,4.6163,3.0272,3.3082,3.1103,54.3592,0.0186,0.1035,2.8951,0.2579,5.6952,115.2825,2.5738,3.5577,0.2692
24-Aug-21,4.223,5.7925,4.9576,3.8475,4.6252,3.0414,3.3366,3.1119,54.1945,0.0185,0.1032,2.9063,0.2572,5.6964,114.9694,2.5656,3.5564,0.269
25-Aug-21,4.214,5.7816,4.9479,3.8372,4.6072,3.0554,3.3436,3.1112,54.1037,0.0185,0.1031,2.9239,0.2566,5.6835,114.7244,2.5482,3.5497,0.2684
26-Aug-21,4.198,5.7769,4.9398,3.8148,4.5922,3.0526,3.3325,3.1039,53.9336,0.0184,0.1026,2.9243,0.2557,5.6619,114.2888,2.5308,3.5337,0.2674
27-Aug-21,4.202,5.7496,4.9352,3.8181,4.5766,3.0372,3.3085,3.1015,53.9531,0.0184,0.1027,2.917,0.2559,5.6665,114.3977,2.52,3.5385,0.2676
30-Aug-21,4.177,5.7488,4.9307,3.8068,4.5866,3.0546,3.3102,3.1028,53.6283,0.0183,0.1021,2.9268,0.2544,5.6849,113.7171,2.5073,3.543,0.2656
1-Sep-21,4.1485,5.6992,4.8965,3.765,4.5265,3.033,3.2833,3.0836,53.3453,0.0182,0.1014,2.9205,0.2526,5.683,112.9412,2.486,3.5515,0.2642
2-Sep-21,4.1485,5.7148,4.9139,3.7722,4.5329,3.0543,3.285,3.0856,53.3456,0.0182,0.1013,2.9313,0.2526,5.6832,112.9412,2.4842,3.5474,0.2642
3-Sep-21,4.151,5.7466,4.9322,3.7776,4.5418,3.0736,3.3076,3.0935,53.4214,0.0182,0.1014,2.9539,0.2528,5.6821,113.0093,2.4818,3.5509,0.2643
6-Sep-21,4.144,5.7417,4.9225,3.7736,4.5322,3.0815,3.305,3.0878,53.3213,0.0182,0.1012,2.9615,0.2524,5.6769,112.8202,2.4815,3.5469,0.2634
7-Sep-21,4.1455,5.7405,4.9251,3.776,4.5351,3.0886,3.309,3.0896,53.3314,0.0182,0.1012,2.964,0.2525,5.671,112.8595,2.4809,3.5438,0.2639
8-Sep-21,4.1575,5.7317,4.9256,3.7706,4.5234,3.0747,3.2894,3.0903,53.4782,0.0183,0.1016,2.9562,0.2532,5.6649,113.1862,2.4747,3.5389,0.2646
9-Sep-21,4.154,5.7165,4.9077,3.769,4.5066,3.0551,3.2698,3.084,53.4156,0.0183,0.1015,2.9444,0.253,5.629,113.091,2.4764,3.5272,0.2642
10-Sep-21,4.1475,5.741,4.9042,3.7806,4.5254,3.0563,3.2748,3.0886,53.3245,0.0182,0.1014,2.946,0.2526,5.6394,112.914,2.4688,3.5265,0.264
13-Sep-21,4.1425,5.7309,4.8904,3.7668,4.5081,3.0493,3.2657,3.0862,53.2578,0.0182,0.1013,2.9445,0.2414,5.6342,112.7779,2.4629,3.5222,0.2637
14-Sep-21,4.1475,5.7401,4.8976,3.7693,4.4954,3.054,3.279,3.0898,53.3125,0.0182,0.1014,2.9516,0.2411,5.6397,112.914,2.4658,3.5184,0.2638
15-Sep-21,4.1645,5.7487,4.9164,3.8006,4.5261,3.0457,3.2799,3.0996,53.5345,0.0183,0.1018,2.9518,0.2399,5.6544,113.3768,2.4759,3.5325,0.265
17-Sep-21,4.1765,5.7571,4.912,3.8036,4.5018,3.0436,3.2913,3.1023,53.6604,0.0184,0.1021,2.9511,0.2406,5.6803,113.7035,2.4897,3.5505,0.2658
20-Sep-21,4.186,5.7455,4.9077,3.8049,4.4902,3.039,3.2792,3.1004,53.7825,0.0184,0.1023,2.9449,0.242,5.6802,113.9621,2.4925,3.5604,0.2665
21-Sep-21,4.19,5.721,4.913,3.8246,4.5163,3.0388,3.2719,3.0988,53.8104,0.0184,0.1024,2.9361,0.2422,5.6892,114.071,2.4757,3.5513,0.2665
22-Sep-21,4.1893,5.721,4.9096,3.8347,4.5326,3.0292,3.2683,3.0946,53.8008,0.0184,0.1024,2.9329,0.2413,5.681,114.0506,2.4767,3.5567,0.2668
23-Sep-21,4.1943,5.7115,4.9027,3.818,4.5253,3.0331,3.2784,3.0962,53.8674,0.0184,0.1026,2.9316,0.2416,5.6775,114.1867,2.48,3.5484,0.267
24-Sep-21,4.177,5.7373,4.9063,3.7844,4.5191,3.0534,3.3029,3.0974,53.649,0.0183,0.1021,2.9548,0.2399,5.6568,113.7171,2.4658,3.5448,0.2661
27-Sep-21,4.1875,5.7241,4.9069,3.7816,4.5265,3.047,3.3128,3.0962,53.7897,0.0184,0.1024,2.9405,0.2396,5.6725,114.003,2.4713,3.5511,0.2666
28-Sep-21,4.1815,5.7268,4.888,3.7659,4.5132,3.0408,3.31,3.0863,53.724,0.0184,0.1023,2.9291,0.2396,5.6641,113.8396,2.4641,3.5391,0.2662
29-Sep-21,4.188,5.6687,4.892,3.751,4.5042,3.0323,3.3024,3.0847,53.8047,0.0184,0.1025,2.909,0.2396,5.6442,114.0166,2.4592,3.5351,0.2666
30-Sep-21,4.189,5.6306,4.8607,3.744,4.4857,3.0123,3.2869,3.0766,53.8079,0.0184,0.1024,2.8793,0.2396,5.634,114.0438,2.4515,3.5307,0.2666
1-Oct-21,4.1845,5.6302,4.8394,3.7561,4.4845,3.0246,3.2946,3.0783,53.7377,0.0184,0.1023,2.8861,0.2394,5.6418,113.9213,2.4471,3.5232,0.2662
4-Oct-21,4.1745,5.6598,4.8435,3.7627,4.4885,3.0332,3.3017,3.0766,53.6151,0.0183,0.102,2.8946,0.2388,5.6312,113.6491,2.4467,3.5201,0.2651
5-Oct-21,4.176,5.6773,4.8488,3.7645,4.5122,3.0393,3.3131,3.0743,53.6268,0.0183,0.102,2.9044,0.2389,5.601,113.6899,2.4421,3.512,0.2658
6-Oct-21,4.1795,5.6944,4.8457,3.7439,4.4992,3.045,3.3209,3.0792,53.6907,0.0184,0.1021,2.9073,0.2391,5.6052,113.7852,2.4442,3.5086,0.266
7-Oct-21,4.1805,5.6828,4.8318,3.7532,4.5058,3.0451,3.3229,3.077,53.6987,0.0184,0.1022,2.8921,0.2168,5.5913,113.8124,2.443,3.4846,0.2663
8-Oct-21,4.182,5.6953,4.8336,3.7435,4.5019,3.0612,3.3336,3.0792,53.7149,0.0184,0.1022,2.9031,0.2167,5.5872,113.8532,2.4474,3.4952,0.2664
11-Oct-21,4.1665,5.6827,4.8225,3.7102,4.4924,3.0478,3.3418,3.0807,53.5241,0.0183,0.1019,2.8905,0.2159,5.5456,113.4313,2.4384,3.4725,0.2654
12-Oct-21,4.1755,5.6726,4.8227,3.6803,4.4999,3.0638,3.3415,3.078,53.66,0.0183,0.1022,2.8924,0.2163,5.5376,113.6763,2.4408,3.463,0.2656
13-Oct-21,4.1665,5.665,4.8088,3.6727,4.4803,3.058,3.3422,3.0721,53.545,0.0183,0.1019,2.8886,0.2228,5.5199,113.4313,2.433,3.4484,0.2652
14-Oct-21,4.152,5.6747,4.8159,3.6623,4.4962,3.0681,3.3412,3.078,53.3765,0.0182,0.1016,2.8964,0.2244,5.5135,113.0365,2.4263,3.4431,0.2642
15-Oct-21,4.1565,5.6846,4.8188,3.6497,4.4967,3.082,3.36,3.0827,53.4282,0.0183,0.1018,2.9245,0.2271,5.5424,113.159,2.4272,3.4518,0.2644
18-Oct-21,4.159,5.7159,4.8178,3.6403,4.4996,3.0822,3.3585,3.0825,53.4648,0.0183,0.1018,2.9439,0.2266,5.5424,113.2317,2.4393,3.4539,0.2649
20-Oct-21,4.156,5.7351,4.8355,3.6257,4.4973,3.1064,3.3645,3.0892,53.4444,0.0183,0.1018,2.9745,0.2296,5.5351,113.1454,2.4075,3.4475,0.2644
21-Oct-21,4.155,5.7451,4.8433,3.6358,4.5217,3.1285,3.3738,3.0949,53.4488,0.0183,0.1016,2.9941,0.2296,5.5541,113.1182,2.3934,3.4683,0.2647
22-Oct-21,4.1595,5.7362,4.8356,3.6453,4.5293,3.1067,3.3642,3.0892,53.4991,0.0183,0.1018,2.9795,0.2298,5.556,113.2407,2.396,3.4725,0.2649
25-Oct-21,4.1535,5.7204,4.837,3.6532,4.5334,3.1041,3.36,3.0836,53.4339,0.0183,0.1017,2.9739,0.2307,5.5381,113.0773,2.3806,3.4662,0.2645
26-Oct-21,4.151,5.7116,4.817,3.6462,4.5088,3.112,3.3527,3.0813,53.3898,0.0182,0.1016,2.9754,0.2319,5.5306,113.0093,2.3768,3.4554,0.2639
27-Oct-21,4.1465,5.7089,4.8112,3.6319,4.508,3.1223,3.3464,3.0775,53.3171,0.0182,0.1016,2.9693,0.2343,5.5369,112.8868,2.3654,3.4571,0.2639
28-Oct-21,4.156,5.7056,4.8178,3.6519,4.5235,3.1151,3.3608,3.0795,53.4324,0.0183,0.1019,2.9753,0.2402,5.5354,113.1454,2.3878,3.4619,0.2645
29-Oct-21,4.146,5.7196,4.8444,3.6513,4.5495,3.1221,3.3553,3.0842,53.3042,0.0182,0.1017,2.9764,0.241,5.5401,112.8732,2.4101,3.4585,0.2639
1-Nov-21,4.1475,5.6715,4.7926,3.6358,4.5269,3.1154,3.348,3.0739,53.3149,0.0182,0.1017,2.9717,0.2411,5.5348,112.9155,2.4198,3.4617,0.2642
2-Nov-21,4.149,5.6636,4.8118,3.6363,4.5583,3.1213,3.3527,3.0778,53.316,0.0182,0.1017,2.9784,0.238,5.5431,112.9548,2.414,3.4636,0.2637
3-Nov-21,4.1535,5.6567,4.8095,3.6476,4.5413,3.0881,3.3456,3.0793,53.3766,0.0183,0.1017,2.9575,0.2379,5.5628,113.0773,2.4379,3.476,0.2646
5-Nov-21,4.159,5.6142,4.8045,3.6567,4.5571,3.0779,3.3391,3.0786,53.4356,0.0183,0.1019,2.955,0.2382,5.5849,113.2271,2.4461,3.491,0.2649
8-Nov-21,4.1545,5.6013,4.8028,3.6566,4.5521,3.0716,3.3344,3.0757,53.3788,0.0183,0.1017,2.9522,0.2379,5.5997,113.1046,2.447,3.4872,0.2645
9-Nov-21,4.1515,5.6284,4.8079,3.6669,4.5426,3.0731,3.3335,3.0801,53.3047,0.0183,0.1016,2.9692,0.2365,5.6161,113.0229,2.4378,3.5054,0.2639
10-Nov-21,4.1498,5.6256,4.8102,3.6767,4.5517,3.0598,3.3353,3.0797,53.2692,0.0183,0.1016,2.9559,0.2358,5.5944,112.9752,2.4215,3.5029,0.2642
11-Nov-21,4.16,5.5779,4.7757,3.6506,4.5301,3.0464,3.3311,3.075,53.3877,0.0184,0.1019,2.939,0.2355,5.591,113.2543,2.4116,3.4951,0.265
12-Nov-21,4.1675,5.5676,4.768,3.6475,4.5191,3.0375,3.3111,3.0764,53.4912,0.0184,0.1021,2.9254,0.2357,5.6083,113.4616,2.3986,3.4955,0.2651
15-Nov-21,4.164,5.5885,4.7659,3.6528,4.5224,3.0533,3.3177,3.0798,53.4418,0.0184,0.1019,2.9319,0.2354,5.6008,113.3663,2.371,3.4961,0.2652
16-Nov-21,4.1645,5.5863,4.7367,3.647,4.5031,3.0613,3.3285,3.0779,53.4661,0.0184,0.1021,2.9339,0.2353,5.5946,113.3799,2.3784,3.4943,0.2645
17-Nov-21,4.174,5.603,4.726,3.6354,4.4877,3.0416,3.3217,3.0758,53.5936,0.0184,0.1023,2.9178,0.237,5.6049,113.6385,2.3906,3.5074,0.2657
18-Nov-21,4.1755,5.6315,4.7279,3.6561,4.4975,3.0314,3.311,3.0792,53.6073,0.0184,0.1023,2.9249,0.2371,5.6232,113.6794,2.3844,3.5135,0.2656
19-Nov-21,4.18,5.6399,4.7504,3.6559,4.5126,3.041,3.3172,3.0804,53.6609,0.0185,0.1024,2.9413,0.2374,5.6341,113.8019,2.3859,3.519,0.2662
22-Nov-21,4.189,5.6292,4.7256,3.6725,4.5092,3.0297,3.3115,3.0744,53.7748,0.0185,0.1027,2.9281,0.2376,5.6342,114.0469,2.3958,3.5265,0.2668
23-Nov-21,4.188,5.6125,4.7075,3.649,4.4926,3.0275,3.2983,3.0685,53.7578,0.0185,0.1027,2.9113,0.2367,5.6259,114.0197,2.3898,3.5181,0.2664
24-Nov-21,4.201,5.6186,4.7228,3.6467,4.4981,3.0335,3.3141,3.0755,53.9077,0.0185,0.103,2.9155,0.2374,5.6429,114.3721,2.3968,3.5277,0.2672
25-Nov-21,4.2145,5.624,4.7247,3.6543,4.5135,3.0368,3.331,3.0809,54.0456,0.0186,0.1033,2.9027,0.2374,5.6476,114.7396,2.3994,3.5404,0.2681
26-Nov-21,4.2345,5.6361,4.7503,3.6836,4.5328,3.0368,3.3431,3.0939,54.3062,0.0187,0.1038,2.8977,0.238,5.6837,115.2841,2.4121,3.5517,0.2694
29-Nov-21,4.2375,5.6488,4.7837,3.7267,4.5781,3.023,3.3241,3.0936,54.3433,0.0187,0.1038,2.8921,0.2378,5.6451,115.3658,2.4057,3.5371,0.2697
30-Nov-21,4.238,5.6448,4.7845,3.7247,4.5906,3.027,3.3256,3.097,54.3365,0.0187,0.1038,2.8888,0.2378,5.6465,115.3794,2.4012,3.5268,0.2696
1-Dec-21,4.2045,5.592,4.7643,3.7127,4.5701,2.998,3.2925,3.0803,53.9184,0.0185,0.103,2.8689,0.2355,5.6,114.4674,2.3876,3.496,0.267
2-Dec-21,4.2205,5.6029,4.7759,3.7355,4.585,2.9961,3.2921,3.0904,54.1586,0.0186,0.1034,2.874,0.2376,5.6257,114.903,2.4066,3.5213,0.2687
3-Dec-21,4.235,5.63,4.7862,3.7435,4.6028,2.9982,3.303,3.0916,54.3541,0.0186,0.1037,2.8794,0.2384,5.6475,115.2977,2.396,3.5292,0.2696
6-Dec-21,4.2325,5.6007,4.78,3.7444,4.6018,2.9697,3.2979,3.0868,54.2861,0.0185,0.1037,2.8561,0.2382,5.6252,115.2297,2.3957,3.5192,0.2694
7-Dec-21,4.2305,5.6092,4.7722,3.7276,4.5715,2.9798,3.3162,3.0892,54.2431,0.0184,0.1036,2.8537,0.2388,5.6111,115.1752,2.3935,3.5056,0.2691
8-Dec-21,4.2235,5.5942,4.7618,3.7197,4.5692,3.0078,3.342,3.0927,54.1568,0.0183,0.1034,2.8652,0.2384,5.6004,114.9846,2.3895,3.4989,0.2688
9-Dec-21,4.216,5.567,4.7807,3.7052,4.5784,3.0191,3.3303,3.0956,54.0676,0.0184,0.1034,2.869,0.238,5.5927,114.7804,2.3742,3.4921,0.2682
10-Dec-21,4.222,5.5798,4.7662,3.7226,4.5703,3.0145,3.3207,3.0924,54.1452,0.0184,0.1032,2.8693,0.2383,5.5847,114.9438,2.3783,3.4939,0.2687
13-Dec-21,4.2105,5.58,4.7614,3.7085,4.5684,3.0154,3.3103,3.0872,53.9873,0.0183,0.1031,2.8608,0.2377,5.5608,114.6307,2.3688,3.4732,0.2681
14-Dec-21,4.2315,5.5881,4.7725,3.7234,4.584,3.0113,3.3025,3.092,54.2274,0.0184,0.1035,2.8554,0.2389,5.5841,115.2024,2.3753,3.4905,0.2694
15-Dec-21,4.2355,5.6055,4.7715,3.7234,4.5854,3.0114,3.296,3.0925,54.2912,0.0184,0.1037,2.8539,0.2391,5.5697,115.3113,2.3775,3.4892,0.2692
16-Dec-21,4.2275,5.6038,4.7701,3.7028,4.5688,3.033,3.2913,3.0937,54.1768,0.0184,0.1035,2.8639,0.2386,5.5366,115.0935,2.3727,3.4659,0.2686
17-Dec-21,4.2135,5.6149,4.7735,3.7021,4.5819,3.0247,3.2962,3.0904,53.995,0.0183,0.1031,2.8639,0.2378,5.5307,114.7124,2.3645,3.4609,0.2677
20-Dec-21,4.2285,5.5966,4.7571,3.7228,4.579,3.0128,3.2808,3.0941,54.19,0.0184,0.1035,2.8475,0.2387,5.5629,115.1207,2.3716,3.4732,0.2693
21-Dec-21,4.2245,5.578,4.7644,3.7183,4.5841,3.0026,3.2663,3.0902,54.1564,0.0184,0.1034,2.8357,0.2387,5.5784,115.0119,2.3703,3.4782,0.2689
22-Dec-21,4.207,5.5783,4.7463,3.6857,4.5545,3.0065,3.2576,3.0839,53.9317,0.0183,0.103,2.8427,0.2377,5.5571,114.537,2.3559,3.4777,0.2677
23-Dec-21,4.208,5.6208,4.7708,3.6856,4.5779,3.0357,3.2766,3.0907,53.9511,0.0183,0.1029,2.8648,0.2378,5.5765,114.5642,2.3555,3.4809,0.2682
24-Dec-21,4.1985,5.6277,4.755,3.6711,4.5755,3.0378,3.2755,3.0916,53.8362,0.0183,0.1027,2.8651,0.2373,5.5954,114.3056,2.3521,3.4876,0.2673
27-Dec-21,4.1975,5.6228,4.7507,3.6687,4.567,3.0348,3.2755,3.0922,53.8213,0.0184,0.1027,2.8598,0.2372,5.5964,114.2783,2.3499,3.4968,0.2672
28-Dec-21,4.1825,5.6207,4.7392,3.6403,4.5613,3.0281,3.2706,3.0852,53.6318,0.0183,0.1024,2.8512,0.2364,5.5782,113.87,2.3428,3.4854,0.2661
29-Dec-21,4.1815,5.6183,4.7295,3.641,4.5587,3.0247,3.2635,3.0877,53.6241,0.0183,0.1024,2.8461,0.2363,5.5938,113.8427,2.3406,3.5006,0.2658
30-Dec-21,4.1705,5.6293,4.7339,3.6267,4.5617,3.0257,3.2638,3.0878,53.4806,0.0183,0.1021,2.8526,0.2357,5.5927,113.5433,2.3355,3.4875,0.2655
31-Dec-21,4.174,5.6353,4.7279,3.6278,4.569,3.0272,3.2759,3.0869,53.5265,0.0183,0.1022,2.8517,0.2359,5.6091,113.6385,2.3417,3.5056,0.2657
3-Jan-22,4.1705,5.6373,4.7385,3.6176,4.5682,3.0301,3.2958,3.0935,53.4899,0.0182,0.1021,2.8558,0.2357,5.599,113.5432,2.3669,3.5065,0.2655
4-Jan-22,4.181,5.6354,4.727,3.6232,4.5555,3.0095,3.2801,3.089,53.618,0.0183,0.1023,2.8414,0.2363,5.6191,113.8291,2.3683,3.5186,0.2655
5-Jan-22,4.192,5.6718,4.7273,3.6074,4.5724,3.0342,3.2996,3.0908,53.7881,0.0184,0.1026,2.8552,0.2369,5.6242,114.1286,2.3731,3.5141,0.2665
6-Jan-22,4.1995,5.6891,4.7488,3.6173,4.5734,3.0301,3.2902,3.0941,53.8636,0.0185,0.1027,2.8515,0.2373,5.6532,114.3328,2.3773,3.5294,0.2672
7-Jan-22,4.2145,5.705,4.7607,3.6346,4.573,3.0218,3.3152,3.0963,54.023,0.0185,0.1031,2.8427,0.2382,5.6603,114.7412,2.3797,3.536,0.2682
10-Jan-22,4.1995,5.709,4.7687,3.6329,4.5704,3.0173,3.3223,3.0975,53.8501,0.0185,0.1027,2.8456,0.2373,5.6538,114.3328,2.3723,3.5321,0.2674
11-Jan-22,4.199,5.7043,4.7585,3.641,4.5306,3.0174,3.3164,3.0983,53.8613,0.0185,0.1027,2.8427,0.2373,5.6699,114.3192,2.377,3.5444,0.2669
12-Jan-22,4.178,5.6977,4.7506,3.625,4.5248,3.0142,3.3244,3.0941,53.5974,0.0184,0.1022,2.8356,0.2361,5.6591,113.7474,2.3639,3.533,0.2659
13-Jan-22,4.1748,5.7227,4.7767,3.6415,4.5653,3.0405,3.3382,3.1007,53.5784,0.0184,0.1022,2.8614,0.2359,5.6561,113.659,2.3687,3.53,0.2659
14-Jan-22,4.1815,5.7326,4.7905,3.6704,4.5882,3.0427,3.3407,3.1078,53.6864,0.0184,0.1023,2.8677,0.2363,5.6543,113.8427,2.3708,3.5372,0.2665
17-Jan-22,4.1865,5.7232,4.776,3.6616,4.5767,3.0176,3.3372,3.1047,53.7644,0.0184,0.1025,2.846,0.2366,5.6455,113.982,2.3767,3.5284,0.2669
19-Jan-22,4.194,5.7024,4.7514,3.6563,4.5731,3.0132,3.3535,3.1053,53.8213,0.0184,0.1027,2.841,0.237,5.6244,114.183,2.3807,3.5149,0.2665
20-Jan-22,4.187,5.7042,4.7529,3.6643,4.575,3.0299,3.3492,3.1089,53.7412,0.0184,0.1025,2.8394,0.2366,5.6235,113.9925,2.375,3.5158,0.2665
21-Jan-22,4.1925,5.6959,4.739,3.6839,4.5717,3.0169,3.3484,3.111,53.8283,0.0185,0.1026,2.8245,0.2369,5.6299,114.1422,2.3742,3.5169,0.2664
24-Jan-22,4.1865,5.6742,4.7469,3.6774,4.5859,3.0059,3.3308,3.1123,53.7561,0.0185,0.1026,2.8098,0.2366,5.6263,113.9789,2.3787,3.516,0.2665
25-Jan-22,4.188,5.6446,4.7406,3.6737,4.5796,2.9978,3.3139,3.1168,53.7892,0.0185,0.1026,2.803,0.2367,5.6106,114.0197,2.3735,3.5103,0.2666
26-Jan-22,4.1905,5.6616,4.7369,3.6815,4.5646,2.9981,3.3187,3.1177,53.822,0.0185,0.1027,2.8001,0.2368,5.6038,114.0878,2.3729,3.5023,0.2662
27-Jan-22,4.206,5.6573,4.725,3.6678,4.55,2.9854,3.3165,3.1159,53.9923,0.0186,0.1031,2.7919,0.2377,5.6153,114.5097,2.3749,3.5153,0.2672
28-Jan-22,4.1995,5.6246,4.681,3.6373,4.5107,2.9548,3.2977,3.1037,53.9044,0.0185,0.103,2.7616,0.2373,5.5837,114.3328,2.3733,3.4961,0.2668
31-Jan-22,4.188,5.6128,4.6671,3.6277,4.4965,2.9287,3.2815,3.0884,53.7202,0.0185,0.1028,2.7402,0.2367,5.5806,114.0197,2.3728,3.488,0.2666
3-Feb-22,4.178,5.6654,4.7197,3.6503,4.5428,2.9745,3.295,3.0999,53.5912,0.0184,0.1024,2.7652,0.2361,5.5839,113.7474,2.3682,3.4889,0.266
4-Feb-22,4.1825,5.6915,4.7871,3.6384,4.5452,2.988,3.301,3.1127,53.6676,0.0185,0.1025,2.7906,0.2364,5.6016,113.87,2.3778,3.4917,0.2658
7-Feb-22,4.185,5.6627,4.7931,3.6314,4.5243,2.9607,3.2831,3.1111,53.7272,0.0185,0.1026,2.7659,0.2365,5.6065,113.9411,2.398,3.5015,0.2664
8-Feb-22,4.1835,5.6626,4.787,3.6285,4.5303,2.9843,3.302,3.114,53.6859,0.0185,0.1025,2.7783,0.2364,5.6037,113.8972,2.3957,3.5003,0.2663
9-Feb-22,4.1855,5.6686,4.7771,3.623,4.5227,2.9901,3.2922,3.1119,53.7009,0.0184,0.1026,2.7806,0.2365,5.6034,113.9516,2.4,3.4994,0.2662
10-Feb-22,4.1858,5.6648,4.7791,3.6217,4.5271,3.0026,3.3013,3.1187,53.7189,0.0184,0.1026,2.7965,0.2365,5.5953,113.9584,2.3987,3.4969,0.266
11-Feb-22,4.189,5.6723,4.7755,3.6092,4.5213,2.9918,3.2865,3.1123,53.7137,0.0185,0.1026,2.7882,0.2367,5.5778,114.0469,2.391,3.4935,0.2666
14-Feb-22,4.1915,5.6847,4.7626,3.632,4.5323,2.9913,3.2927,3.1132,53.7306,0.0185,0.1027,2.7842,0.2369,5.5463,114.115,2.4027,3.4751,0.2668
15-Feb-22,4.188,5.6714,4.7373,3.6301,4.5337,2.9869,3.2906,3.1096,53.6768,0.0184,0.1027,2.7729,0.2367,5.5375,114.0197,2.3745,3.4619,0.2664
16-Feb-22,4.1845,5.6675,4.7523,3.6172,4.5201,2.9913,3.2885,3.1117,53.6306,0.0184,0.1026,2.7785,0.2365,5.5662,113.9244,2.3722,3.4716,0.2662
17-Feb-22,4.1838,5.684,4.7611,3.6237,4.5384,3.0102,3.2964,3.1158,53.6347,0.0184,0.1026,2.7985,0.2364,5.5746,113.904,2.3738,3.4828,0.2663
