,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
18-Feb-22,4.1863,5.6952,4.7554,3.6428,4.5488,3.0049,3.293,3.1165,53.6723,0.0184,0.1026,2.8,0.2366,5.5765,113.972,2.3773,3.4832,0.266
21-Feb-22,4.188,5.6963,4.7463,3.6394,4.5467,3.0105,3.2869,3.1129,53.6871,0.0183,0.1027,2.8051,0.2367,5.6074,114.0197,2.3755,3.5056,0.2666
22-Feb-22,4.1845,5.6884,4.7343,3.6471,4.566,3.0118,3.2818,3.1077,53.632,0.0183,0.1026,2.8061,0.2365,5.615,113.9244,2.3736,3.51,0.2663
23-Feb-22,4.183,5.6868,4.7406,3.6366,4.5423,3.0233,3.2781,3.1099,53.6107,0.0183,0.1026,2.8189,0.2364,5.603,113.8836,2.37,3.4914,0.2662
24-Feb-22,4.1895,5.6688,4.7241,3.6459,4.5625,3.0177,3.2852,3.1077,53.6789,0.0184,0.1027,2.8277,0.2368,5.6129,114.0605,2.3737,3.5119,0.2665
25-Feb-22,4.1985,5.6191,4.7032,3.6352,4.5424,3.0049,3.2792,3.1004,53.7707,0.0184,0.103,2.8109,0.2373,5.5669,114.3056,2.3754,3.4684,0.2667
28-Feb-22,4.201,5.6167,4.6971,3.6349,4.5345,3.0167,3.2912,3.0937,53.7787,0.0184,0.103,2.8101,0.2374,5.5957,114.3736,2.3681,3.4872,0.2674
1-Mar-22,4.1945,5.6263,4.7004,3.639,4.5674,3.0427,3.3091,3.0926,53.6824,0.0184,0.1028,2.8361,0.237,5.5541,114.1967,2.3614,3.4795,0.267
2-Mar-22,4.196,5.5903,4.6689,3.6489,4.5643,3.048,3.2954,3.0906,53.6858,0.0184,0.1029,2.8386,0.2371,5.537,114.2375,2.3623,3.4807,0.2671
3-Mar-22,4.191,5.609,4.6537,3.6253,4.55,3.0544,3.3141,3.0911,53.63,0.0183,0.1028,2.8402,0.2368,5.5408,114.1014,2.3588,3.4599,0.2662
4-Mar-22,4.19,5.5823,4.6144,3.6304,4.5578,3.0614,3.2947,3.0808,53.6022,0.0183,0.1028,2.8375,0.2368,5.5153,114.0741,2.3507,3.4496,0.2663
7-Mar-22,4.1795,5.5174,4.5398,3.6332,4.54,3.0899,3.2822,3.0654,53.4767,0.0183,0.1023,2.8774,0.2362,5.4688,113.7867,2.3593,3.4296,0.2658
8-Mar-22,4.183,5.4829,4.5415,3.6234,4.5183,3.0663,3.265,3.0672,53.4989,0.0183,0.1027,2.8612,0.2364,5.4342,113.8836,2.3487,3.3968,0.2658
9-Mar-22,4.1825,5.4841,4.5644,3.6107,4.4992,3.0449,3.2484,3.0659,53.4912,0.0183,0.1027,2.85,0.2364,5.4382,113.87,2.3334,3.3989,0.2657
10-Mar-22,4.1845,5.5108,4.6255,3.6081,4.5111,3.0566,3.2647,3.0784,53.514,0.0183,0.1028,2.8559,0.2365,5.4875,113.9244,2.3345,3.4158,0.2659
11-Mar-22,4.189,5.4832,4.6071,3.6011,4.5024,3.0789,3.2806,3.0814,53.5428,0.0183,0.103,2.8741,0.2367,5.4895,114.0469,2.337,3.4309,0.2665
14-Mar-22,4.197,5.476,4.5873,3.5709,4.4854,3.0544,3.2945,3.0773,53.6056,0.0183,0.1032,2.8556,0.2372,5.4855,114.2647,2.3425,3.4247,0.2665
15-Mar-22,4.208,5.4748,4.6078,3.5599,4.4823,3.0253,3.281,3.0786,53.7554,0.0184,0.1036,2.8358,0.2378,5.4999,114.5642,2.3443,3.435,0.2673
16-Mar-22,4.204,5.4812,4.6063,3.5499,4.4685,3.0189,3.2914,3.0761,53.727,0.0184,0.1037,2.8343,0.2376,5.5097,114.4553,2.3411,3.4295,0.2676
17-Mar-22,4.1835,5.5053,4.6232,3.5189,4.4498,3.0613,3.3018,3.0815,53.5197,0.0183,0.1034,2.863,0.2364,5.4902,113.8972,2.3287,3.4283,0.2661
18-Mar-22,4.1955,5.5217,4.6568,3.5345,4.479,3.0961,3.322,3.0994,53.6698,0.0183,0.1037,2.8911,0.2371,5.525,114.2239,2.3338,3.4594,0.2669
21-Mar-22,4.1975,5.5256,4.6361,3.5218,4.5033,3.1131,3.3307,3.0961,53.6459,0.0184,0.1037,2.9032,0.2372,5.5183,114.2783,2.3223,3.461,0.2665
22-Mar-22,4.212,5.5339,4.6277,3.5116,4.5005,3.1104,3.3425,3.0976,53.8151,0.0184,0.1039,2.8945,0.238,5.521,114.6731,2.3197,3.4584,0.2312
23-Mar-22,4.213,5.5911,4.6453,3.4785,4.5107,3.1406,3.3487,3.104,53.8248,0.0184,0.1038,2.9331,0.2381,5.5319,114.7003,2.3123,3.4564,0.2273
24-Mar-22,4.2345,5.5893,4.6592,3.5,4.5469,3.1733,3.3691,3.119,54.1292,0.0185,0.1043,2.951,0.2393,5.5331,115.2857,2.3241,3.4683,0.2305
25-Mar-22,4.2225,5.5693,4.6486,3.4595,4.5513,3.1684,3.3671,3.1112,53.9727,0.0185,0.1039,2.9389,0.2386,5.5337,114.959,2.3182,3.4557,0.2304
28-Mar-22,4.209,5.5382,4.6177,3.4434,4.5168,3.1591,3.3684,3.0963,53.7634,0.0184,0.1036,2.9244,0.2379,5.5175,114.5914,2.3101,3.4521,0.2302
29-Mar-22,4.2225,5.5232,4.6336,3.4013,4.5156,3.1561,3.3707,3.1015,53.9351,0.0185,0.1039,2.9087,0.2386,5.5494,114.959,2.3131,3.4652,0.2306
30-Mar-22,4.2085,5.5125,4.6706,3.4357,4.5248,3.1606,3.3663,3.1033,53.7721,0.0184,0.1036,2.9243,0.2378,5.5619,114.5778,2.3048,3.4616,0.2297
31-Mar-22,4.203,5.5234,4.6964,3.4373,4.5559,3.1569,3.3636,3.1077,53.6956,0.0184,0.1036,2.9314,0.2375,5.5432,114.4281,2.3005,3.4603,0.2301
1-Apr-22,4.212,5.5335,4.6614,3.4492,4.5575,3.1516,3.3683,3.1049,53.7752,0.0184,0.1037,2.916,0.238,5.5474,114.6731,2.2867,3.4732,0.2304
4-Apr-22,4.214,5.5254,4.6563,3.4427,4.553,3.1576,3.3661,3.1064,53.7888,0.0185,0.1037,2.9161,0.2381,5.5451,114.7276,2.2847,3.4749,0.2309
5-Apr-22,4.2195,5.5322,4.6313,3.4427,4.5582,3.1823,3.3794,3.1107,53.8572,0.0185,0.1038,2.9319,0.2385,5.5904,114.8773,2.2988,3.4908,0.2308
6-Apr-22,4.217,5.5095,4.5944,3.4053,4.53,3.1959,3.3754,3.0995,53.8161,0.0184,0.1038,2.9287,0.2383,5.588,114.8092,2.2727,3.499,0.2312
7-Apr-22,4.2165,5.5139,4.601,3.4113,4.5232,3.1653,3.3574,3.1023,53.7942,0.0184,0.1038,2.9134,0.2383,5.552,114.7956,2.2606,3.4785,0.2303
8-Apr-22,4.2205,5.5164,4.5845,3.409,4.5163,3.1565,3.3525,3.0982,53.8456,0.0185,0.104,2.9039,0.2281,5.5597,114.9045,2.239,3.4724,0.2301
11-Apr-22,4.228,5.5053,4.6034,3.3934,4.5222,3.1454,3.356,3.0991,53.931,0.0185,0.1042,2.8892,0.2285,5.5661,115.1087,2.2916,3.4816,0.2304
12-Apr-22,4.241,5.5218,4.6121,3.3802,4.5517,3.1417,3.3522,3.1049,54.1082,0.0186,0.1045,2.8898,0.2292,5.5923,115.4626,2.3128,3.4897,0.23
13-Apr-22,4.2305,5.4967,4.5757,3.3684,4.5314,3.1496,3.3472,3.1005,53.9773,0.0185,0.1043,2.8966,0.2287,5.5555,115.1768,2.3229,3.4729,0.2287
14-Apr-22,4.224,5.5402,4.5978,3.3656,4.5179,3.1492,3.3609,3.1127,53.8779,0.0185,0.1041,2.8742,0.2283,5.5478,114.9998,2.3257,3.4654,0.2294
15-Apr-22,4.2335,5.5285,4.5764,3.3517,4.4903,3.1349,3.3545,3.1195,53.9791,0.0185,0.1043,2.8686,0.2288,5.5479,115.2584,2.3367,3.4732,0.2301
18-Apr-22,4.239,5.5296,4.5785,3.349,4.4948,3.1305,3.3568,3.1178,54.0444,0.0185,0.104,2.862,0.2291,5.5534,115.4066,2.3388,3.4777,0.2303
20-Apr-22,4.2765,5.5676,4.6173,3.3076,4.4884,3.1638,3.3924,3.1259,54.5295,0.0186,0.1054,2.8866,0.2312,5.5942,116.4291,2.3324,3.4934,0.2315
21-Apr-22,4.287,5.596,4.645,3.3452,4.5138,3.1863,3.431,3.1405,54.6522,0.0187,0.1057,2.9053,0.2317,5.6209,116.715,2.3049,3.5155,0.2319
22-Apr-22,4.306,5.6079,4.6664,3.348,4.5113,3.1681,3.419,3.1554,54.8888,0.0188,0.1062,2.8932,0.2328,5.6463,117.2323,2.3027,3.5341,0.2318
25-Apr-22,4.3335,5.5564,4.681,3.3657,4.5306,3.126,3.4048,3.1591,55.226,0.0189,0.1069,2.867,0.2342,5.6666,117.9842,2.3092,3.541,0.2332
26-Apr-22,4.351,5.546,4.6691,3.41,4.5441,3.1275,3.4178,3.169,55.4423,0.0189,0.1074,2.8836,0.2352,5.6692,118.4574,2.3393,3.5458,0.2344
27-Apr-22,4.357,5.4815,4.6376,3.416,4.526,3.1068,3.4014,3.1594,55.5276,0.019,0.1074,2.8615,0.2355,5.6821,118.6208,2.3393,3.5557,0.2353
28-Apr-22,4.358,5.4617,4.5929,3.3829,4.4946,3.102,3.3986,3.1529,55.5403,0.019,0.1074,2.8458,0.2356,5.6869,118.648,2.3488,3.5587,0.2356
29-Apr-22,4.363,5.4474,4.5881,3.3414,4.4928,3.1086,3.4133,3.15,55.603,0.019,0.1075,2.836,0.2358,5.6906,118.7841,2.349,3.5653,0.236
5-May-22,4.338,5.4702,4.6044,3.3601,4.4572,3.1409,3.4054,3.157,55.2742,0.0189,0.1068,2.8379,0.2345,5.6868,118.1035,2.3365,3.5479,0.2347
6-May-22,4.3665,5.3998,4.6027,3.3464,4.4303,3.1105,3.4022,3.152,55.6288,0.019,0.1074,2.809,0.236,5.7044,118.8794,2.3514,3.5787,0.2363
9-May-22,4.376,5.3838,4.6031,3.3444,4.4171,3.0689,3.3819,3.1494,55.7463,0.0191,0.1077,2.7877,0.2365,5.6861,119.1381,2.3464,3.5557,0.2363
10-May-22,4.3835,5.4053,4.6285,3.3708,4.4153,3.034,3.3655,3.1487,55.8425,0.0191,0.1077,2.7581,0.2369,5.6626,119.3422,2.328,3.5365,0.2372
11-May-22,4.384,5.4002,4.6168,3.3634,4.4029,3.0434,3.3649,3.1514,55.8489,0.0191,0.1077,2.7589,0.237,5.6769,119.3559,2.3141,3.5431,0.2372
12-May-22,4.3835,5.3676,4.6132,3.3786,4.4091,3.0413,3.3749,3.1551,55.8411,0.019,0.1076,2.7588,0.2369,5.6616,119.3422,2.298,3.5468,0.2384
13-May-22,4.393,5.3628,4.5604,3.4101,4.3803,3.0211,3.3738,3.1476,55.9621,0.019,0.1079,2.7426,0.2375,5.6724,119.6009,2.2833,3.5465,0.2399
17-May-22,4.395,5.4188,4.5915,3.4016,4.3878,3.0671,3.4241,3.159,55.9876,0.019,0.1079,2.7737,0.2376,5.6487,119.6553,2.2707,3.5464,0.2404
18-May-22,4.387,5.4789,4.6303,3.3943,4.4186,3.0854,3.4256,3.1682,55.8889,0.019,0.1077,2.7919,0.2371,5.6624,119.4375,2.2297,3.5348,0.24
19-May-22,4.406,5.4427,4.6215,3.4321,4.464,3.0688,3.4251,3.1701,56.137,0.019,0.1082,2.7749,0.2382,5.6618,119.9548,2.2275,3.5494,0.2413
20-May-22,4.3965,5.4798,4.6497,3.4408,4.5187,3.0894,3.4289,3.1839,56.0274,0.019,0.1079,2.8034,0.2376,5.6791,119.6962,2.1972,3.535,0.2405
23-May-22,4.3893,5.498,4.6449,3.437,4.5083,3.1115,3.4286,3.1866,55.9293,0.0189,0.1078,2.8302,0.2373,5.637,119.4988,2.1892,3.5373,0.2402
24-May-22,4.3935,5.5178,4.6879,3.4377,4.5446,3.1084,3.4322,3.1936,55.9728,0.019,0.1078,2.8272,0.2375,5.6658,119.6145,2.1863,3.5423,0.2387
25-May-22,4.389,5.4983,4.7063,3.4585,4.5664,3.1131,3.4218,3.1973,55.9155,0.0189,0.1077,2.8278,0.2372,5.6648,119.492,2.1885,3.5355,0.237
26-May-22,4.3935,5.5382,4.7032,3.4471,4.5699,3.1218,3.4308,3.1989,55.9714,0.0189,0.1078,2.8545,0.2375,5.6692,119.6145,2.1718,3.5417,0.2361
27-May-22,4.3925,5.5444,4.7175,3.4585,4.5834,3.1169,3.4384,3.1993,55.9579,0.0189,0.1078,2.8452,0.2374,5.6578,119.5873,2.1678,3.5386,0.2361
30-May-22,4.3755,5.5254,4.6949,3.4438,4.5678,3.1335,3.4403,3.1979,55.7442,0.0189,0.1074,2.862,0.2365,5.6368,119.1244,2.1867,3.5255,0.2353
31-May-22,4.3725,5.5148,4.6983,3.4108,4.549,3.1368,3.4493,3.1924,55.7102,0.0189,0.1073,2.8574,0.2363,5.6363,119.0428,2.2003,3.5242,0.235
1-Jun-22,4.379,5.5215,4.6978,3.3965,4.561,3.1483,3.4623,3.1966,55.8101,0.0189,0.1075,2.8569,0.2367,5.6432,119.2197,2.1994,3.5249,0.2354
2-Jun-22,4.3895,5.4807,4.6777,3.3752,4.5591,3.1492,3.4665,3.1932,55.9375,0.0189,0.1078,2.8457,0.2373,5.6598,119.5056,2.2197,3.5388,0.2356
3-Jun-22,4.3815,5.5115,4.7145,3.3767,4.5779,3.1832,3.485,3.1982,55.8569,0.0189,0.1076,2.8751,0.2368,5.6616,119.2878,2.2168,3.5285,0.2352
7-Jun-22,4.3975,5.5041,4.6987,3.3255,4.5256,3.1572,3.4922,3.1904,56.0545,0.019,0.108,2.8472,0.2377,5.6513,119.7234,2.1955,3.5402,0.2357
8-Jun-22,4.3945,5.5261,4.699,3.3023,4.5109,3.1746,3.5055,3.195,56.0091,0.019,0.1079,2.8463,0.2375,5.6583,119.6417,2.168,3.5341,0.2352
9-Jun-22,4.395,5.5087,4.7079,3.2729,4.4897,3.1563,3.4991,3.1923,56.0019,0.019,0.1079,2.8308,0.2376,5.6557,119.6553,2.1948,3.5337,0.2352
10-Jun-22,4.399,5.4985,4.6735,3.2822,4.4913,3.1233,3.4642,3.1849,56.0464,0.019,0.1077,2.8127,0.2378,5.6532,119.7642,2.1782,3.5353,0.2351
13-Jun-22,4.411,5.4147,4.6249,3.2683,4.4574,3.093,3.4461,3.1708,56.1929,0.019,0.1083,2.7944,0.2384,5.6447,120.0909,2.1831,3.5418,0.2361
14-Jun-22,4.423,5.3766,4.6097,3.2969,4.4421,3.0724,3.4325,3.1747,56.3443,0.0191,0.1086,2.7768,0.2391,5.663,120.4176,2.1655,3.5422,0.2363
14-Jun-22,4.423,5.3766,4.6097,3.2969,4.4421,3.0724,3.4325,3.1747,56.3443,0.0191,0.1086,2.7768,0.2391,5.663,120.4176,2.1655,3.5422,0.2363
15-Jun-22,4.421,5.3136,4.6133,3.2741,4.4223,3.0505,3.4148,3.1748,56.3188,0.019,0.1085,2.7521,0.239,5.6664,120.3632,2.1422,3.5429,0.2359
16-Jun-22,4.398,5.3563,4.5977,3.2761,4.4197,3.0865,3.4174,3.1704,56.0319,0.0189,0.1079,2.7668,0.2377,5.6261,119.737,2.1221,3.5209,0.2344
17-Jun-22,4.3975,5.4199,4.6354,3.3014,4.5408,3.087,3.392,3.1752,56.0205,0.0189,0.1079,2.7902,0.2377,5.6395,119.7234,2.1029,3.5203,0.2347
20-Jun-22,4.4025,5.3814,4.6195,3.2568,4.5405,3.0584,3.385,3.1697,56.0839,0.019,0.108,2.7819,0.238,5.6477,119.8595,2.104,3.5243,0.2344
21-Jun-22,4.399,5.3976,4.6339,3.256,4.5527,3.067,3.3938,3.1721,56.0393,0.0189,0.1079,2.7876,0.2378,5.6435,119.7642,2.0929,3.5257,0.2343
22-Jun-22,4.4,5.3887,4.6253,3.2252,4.5469,3.0558,3.3986,3.1717,56.0513,0.0189,0.1079,2.7711,0.2378,5.6313,119.7915,2.0731,3.5221,0.2347
23-Jun-22,4.405,5.4008,4.6581,3.2374,4.5859,3.0454,3.4029,3.1747,56.1179,0.019,0.108,2.7633,0.2381,5.6344,119.926,2.0815,3.5121,0.2351
24-Jun-22,4.403,5.3941,4.6306,3.2587,4.5781,3.039,3.3897,3.1665,56.0917,0.0189,0.1079,2.769,0.238,5.6309,119.8715,2.1097,3.5142,0.2345
27-Jun-22,4.401,5.4002,4.6457,3.2691,4.5963,3.0422,3.4081,3.1743,56.0683,0.0189,0.1079,2.774,0.2379,5.6239,119.8171,2.1123,3.5107,0.2345
28-Jun-22,4.3975,5.3966,4.6508,3.2467,4.6001,3.0461,3.4183,3.1741,56.0473,0.0189,0.1078,2.7709,0.2377,5.6062,119.7218,2.1234,3.5082,0.2342
29-Jun-22,4.4,5.3649,4.6292,3.2352,4.5982,3.0371,3.4176,3.1704,56.0827,0.0189,0.1078,2.7454,0.2378,5.57,119.7898,2.1279,3.491,0.2341
30-Jun-22,4.4035,5.3401,4.5981,3.2238,4.6122,3.0261,3.4154,3.1608,56.1102,0.0189,0.1079,2.7363,0.238,5.5779,119.8851,2.1487,3.495,0.2342
1-Jul-22,4.406,5.3551,4.614,3.2408,4.6107,3.036,3.4212,3.1684,56.1471,0.0189,0.1079,2.7458,0.2382,5.5788,119.9532,2.1532,3.487,0.2344
4-Jul-22,4.4085,5.3374,4.6,3.2674,4.5999,3.0059,3.4218,3.1573,56.1782,0.0189,0.108,2.7392,0.2383,5.5835,120.0212,2.1544,3.4855,0.2344
5-Jul-22,4.415,5.3472,4.6068,3.245,4.5947,3.0397,3.4357,3.1611,56.2646,0.0189,0.1081,2.747,0.2386,5.5929,120.1982,2.1576,3.4948,0.234
6-Jul-22,4.424,5.2935,4.5417,3.2612,4.5695,3.0112,3.3969,3.1503,56.3779,0.0189,0.1082,2.7314,0.2391,5.5789,120.4432,2.1411,3.4835,0.2346
7-Jul-22,4.426,5.2782,4.5088,3.26,4.5627,3.0026,3.395,3.1519,56.4012,0.0189,0.1083,2.7233,0.2392,5.5992,120.4977,2.1304,3.4881,0.2344
8-Jul-22,4.425,5.3321,4.5075,3.2548,4.5483,3.0351,3.4158,3.1642,56.3827,0.0189,0.1082,2.7397,0.2392,5.5889,120.4705,2.134,3.4928,0.2343
12-Jul-22,4.433,5.2724,4.4507,3.2305,4.5138,2.9839,3.4071,3.1534,56.4724,0.019,0.1083,2.7108,0.2396,5.5807,120.6883,2.1372,3.4875,0.2348
13-Jul-22,4.438,5.2723,4.4513,3.241,4.518,2.9948,3.4057,3.1525,56.5358,0.019,0.1084,2.7167,0.2399,5.5831,120.8244,2.1396,3.4845,0.2351
14-Jul-22,4.436,5.26,4.4453,3.2162,4.5201,2.9888,3.4119,3.1784,56.5135,0.019,0.1083,2.7095,0.2398,5.5673,120.7699,2.1098,3.4815,0.235
15-Jul-22,4.4475,5.2603,4.456,3.2028,4.5267,2.9985,3.3895,3.1685,56.6579,0.019,0.1085,2.7232,0.2404,5.5653,121.083,2.1219,3.4798,0.2356
15-Jul-22,4.4475,5.2603,4.456,3.2028,4.5267,2.9985,3.3895,3.1685,56.6579,0.019,0.1085,2.7232,0.2404,5.5653,121.083,2.1219,3.4798,0.2356
18-Jul-22,4.446,5.2834,4.4869,3.2174,4.5595,3.0257,3.4157,3.1806,56.6373,0.019,0.1085,2.7505,0.2403,5.5725,121.0422,2.1089,3.4786,0.2357
19-Jul-22,4.455,5.3175,4.5125,3.2228,4.5538,3.0319,3.4304,3.1861,56.752,0.019,0.1087,2.7376,0.2408,5.5694,121.2872,2.0601,3.4816,0.2355
20-Jul-22,4.4475,5.3446,4.5574,3.2192,4.5936,3.0717,3.4573,3.1979,56.6564,0.019,0.1085,2.7768,0.2404,5.5688,121.083,2.0056,3.4771,0.2352
21-Jul-22,4.456,5.3325,4.5396,3.2181,4.586,3.0695,3.4595,3.1979,56.7669,0.019,0.1086,2.7732,0.2409,5.5697,121.3144,1.9804,3.4815,0.2351
22-Jul-22,4.453,5.3378,4.5443,3.2418,4.604,3.081,3.4576,3.2016,56.7348,0.019,0.1085,2.7791,0.2407,5.575,121.2328,1.9574,3.4811,0.2354
25-Jul-22,4.453,5.3271,4.534,3.2617,4.6176,3.0654,3.4402,3.2035,56.7308,0.019,0.1084,2.7689,0.2407,5.5771,121.2328,1.9499,3.485,0.2349
26-Jul-22,4.456,5.3737,4.5587,3.2663,4.6246,3.0985,3.4674,3.2157,56.7698,0.0191,0.1085,2.7886,0.2409,5.588,121.3144,1.9384,3.4928,0.235
27-Jul-22,4.4575,5.3691,4.5199,3.252,4.6321,3.0977,3.4644,3.2095,56.7889,0.0191,0.1084,2.7828,0.2409,5.5815,121.3553,1.9158,3.4918,0.2351
28-Jul-22,4.453,5.41,4.5363,3.2705,4.6419,3.1104,3.4706,3.2197,56.7308,0.019,0.1083,2.7867,0.2407,5.576,121.2328,1.8859,3.4831,0.2351
29-Jul-22,4.45,5.4172,4.5383,3.3084,4.6636,3.1146,3.4751,3.2246,56.689,0.019,0.1083,2.8002,0.2405,5.5878,121.1511,1.853,3.4871,0.2352
1-Aug-22,4.4505,5.4178,4.5489,3.3494,4.6766,3.1085,3.4752,3.2223,56.6961,0.0191,0.1082,2.7987,0.2406,5.6086,121.1647,1.8537,3.5096,0.2347
2-Aug-22,4.453,5.4641,4.5808,3.4008,4.6953,3.1258,3.4667,3.2349,56.7272,0.0191,0.1083,2.8205,0.2407,5.6395,121.2328,1.8597,3.5218,0.2347
3-Aug-22,4.459,5.4166,4.5299,3.3326,4.6521,3.074,3.4607,3.2226,56.804,0.0191,0.1085,2.7735,0.241,5.6699,121.3961,1.8701,3.5403,0.2342
4-Aug-22,4.4545,5.4164,4.528,3.3336,4.6372,3.0952,3.4688,3.2285,56.7499,0.019,0.1083,2.799,0.2408,5.6302,121.2736,1.9482,3.5168,0.2335
5-Aug-22,4.4565,5.4093,4.5603,3.3514,4.6636,3.0991,3.4622,3.238,56.7718,0.019,0.1083,2.8018,0.2409,5.6301,121.328,1.975,3.5049,0.233
8-Aug-22,4.4595,5.3768,4.534,3.2952,4.6323,3.0811,3.4447,3.2261,56.81,0.0191,0.1084,2.7803,0.2411,5.619,121.4097,1.9882,3.5176,0.2334
9-Aug-22,4.457,5.3834,4.5424,3.3048,4.6646,3.111,3.4655,3.2317,56.7782,0.0191,0.1083,2.7997,0.2122,5.5998,121.3417,1.9866,3.4966,0.2325
10-Aug-22,4.4565,5.3783,4.5492,3.2959,4.6699,3.0979,3.4567,3.2312,56.7725,0.0191,0.1083,2.7982,0.2122,5.6005,121.328,1.9855,3.4963,0.2326
11-Aug-22,4.4415,5.4224,4.5736,3.3451,4.7112,3.1435,3.4758,3.24,56.598,0.019,0.108,2.8446,0.2115,5.6151,120.9197,2.0047,3.4906,0.2322
12-Aug-22,4.4475,5.4193,4.5867,3.337,4.7221,3.1551,3.4835,3.2461,56.7287,0.019,0.1081,2.8602,0.2124,5.5866,121.083,2.0257,3.4903,0.2322
15-Aug-22,4.4455,5.3982,4.5638,3.3416,4.7232,3.1654,3.4798,3.2443,56.7314,0.019,0.1079,2.8673,0.2123,5.5827,121.0286,2.0248,3.4879,0.2324
16-Aug-22,4.4665,5.3774,4.5353,3.3534,4.719,3.129,3.4573,3.2407,56.9885,0.0191,0.1086,2.8371,0.2133,5.6136,121.6003,2.0876,3.5044,0.2332
17-Aug-22,4.464,5.4048,4.5399,3.328,4.7012,3.1324,3.4747,3.2389,56.9406,0.0191,0.1087,2.8311,0.2132,5.6378,121.5322,2.0898,3.5024,0.2331
18-Aug-22,4.468,5.3846,4.552,3.3142,4.7022,3.1012,3.4578,3.2345,56.9626,0.0191,0.1086,2.8055,0.2134,5.63,121.6411,2.083,3.5148,0.2336
19-Aug-22,4.48,5.3341,4.5158,3.2874,4.6779,3.0916,3.4567,3.2298,57.109,0.0191,0.1089,2.7919,0.214,5.6169,121.9678,2.0832,3.5141,0.2339
22-Aug-22,4.485,5.2957,4.4967,3.2676,4.6728,3.0839,3.4491,3.2155,57.1582,0.0192,0.1089,2.7722,0.2142,5.6115,122.104,2.0868,3.5135,0.234
23-Aug-22,4.4895,5.2859,4.4626,3.2712,4.6564,3.0919,3.4398,3.2129,57.214,0.0192,0.1091,2.7747,0.2144,5.6221,122.2265,2.0722,3.513,0.2342
24-Aug-22,4.485,5.2984,4.4639,3.276,4.6453,3.1007,3.4576,3.2163,57.156,0.0191,0.109,2.7785,0.2142,5.6163,122.104,2.0654,3.5097,0.234
25-Aug-22,4.4835,5.2961,4.4757,3.2741,4.6413,3.1042,3.4598,3.2196,57.1456,0.0191,0.1089,2.7771,0.2141,5.6203,122.0631,2.0426,3.511,0.2335
26-Aug-22,4.474,5.2858,4.4588,3.2732,4.6401,3.1112,3.4539,3.2179,57.0201,0.0191,0.1087,2.7757,0.2137,5.6007,121.8045,2.0634,3.5004,0.2331
29-Aug-22,4.481,5.2334,4.4496,3.2381,4.6248,3.0751,3.4304,3.2039,57.1006,0.0191,0.1088,2.7374,0.214,5.6021,121.9951,2.0308,3.5065,0.2333
30-Aug-22,4.4845,5.2543,4.487,3.238,4.6378,3.0952,3.4479,3.2139,57.1445,0.0191,0.1089,2.7593,0.2142,5.6079,122.0903,2.0132,3.5049,0.2334
1-Sep-22,4.485,5.1952,4.4958,3.2156,4.5756,3.0568,3.4079,3.2046,57.1443,0.0191,0.1089,2.7361,0.2142,5.638,122.104,2.0505,3.5279,0.2332
2-Sep-22,4.4845,5.1796,4.4648,3.2013,4.5709,3.0456,3.4108,3.2001,57.1409,0.0191,0.1088,2.7257,0.2142,5.6255,122.0903,2.0557,3.5229,0.2332
5-Sep-22,4.488,5.1522,4.4501,3.1985,4.5686,3.0462,3.4133,3.1978,57.1753,0.0191,0.1088,2.7325,0.2144,5.6296,122.1856,2.0465,3.515,0.2336
6-Sep-22,4.4875,5.2015,4.4736,3.1988,4.5946,3.065,3.426,3.2036,57.1725,0.0191,0.1089,2.7495,0.2143,5.6233,122.172,2.043,3.5126,0.2333
7-Sep-22,4.503,5.1694,4.4535,3.1466,4.5706,3.0238,3.4178,3.1983,57.3656,0.0191,0.1091,2.709,0.2151,5.6361,122.594,2.0238,3.525,0.2339
8-Sep-22,4.5,5.1779,4.4935,3.1177,4.6015,3.0332,3.426,3.1992,57.3289,0.0191,0.109,2.7232,0.2149,5.6487,122.5123,2.0033,3.5198,0.2335
9-Sep-22,4.4975,5.1915,4.5173,3.1277,4.65,3.0516,3.4449,3.2068,57.2977,0.0191,0.1091,2.7358,0.2148,5.6438,122.4443,2.0134,3.5262,0.2327
12-Sep-22,4.499,5.2242,4.5309,3.1505,4.6884,3.0787,3.4555,3.2158,57.3172,0.0191,0.109,2.7489,0.2149,5.6481,122.4868,1.9572,3.5332,0.2329
13-Sep-22,4.5035,5.2668,4.5643,3.1613,4.7298,3.1029,3.4693,3.227,57.3782,0.0191,0.1092,2.7692,0.2151,5.6751,122.6076,1.9454,3.5392,0.2326
14-Sep-22,4.5215,5.2009,4.5129,3.1308,4.706,3.0488,3.4336,3.2161,57.6057,0.0192,0.1097,2.7165,0.216,5.6801,123.0977,1.9298,3.5702,0.2337
15-Sep-22,4.529,5.2237,4.5177,3.164,4.7055,3.0553,3.4395,3.222,57.7079,0.0192,0.1099,2.721,0.2163,5.6998,123.3019,1.9338,3.5631,0.2338
19-Sep-22,4.538,5.1847,4.5432,3.1749,4.706,3.0514,3.4228,3.2261,57.8163,0.0192,0.1099,2.7174,0.2167,5.694,123.5469,1.8978,3.5567,0.2333
20-Sep-22,4.549,5.2002,4.5649,3.1769,4.7169,3.0583,3.4329,3.2312,57.9572,0.0192,0.1102,2.7057,0.2173,5.7067,123.8464,1.8974,3.5639,0.2342
